feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,idx,question_id,difficulty,concept
1.704390820574542,-0.793905186383503,-0.23200440151102866,0.2909959119106657,-0.432672309550154,-0.4138603292179765,-0.402683485001867,-0.09917037263108461,0.011355554794681075,0,fc084299-5fff-4543-b5f6-5a7971b93da6,0.83,office
-0.7090777498903692,-0.7739877049676986,-0.45800860374082225,-0.3079617940301644,-0.4300993291626538,-0.7286002674389425,-0.3851341095534607,-0.13569937123939477,-0.016660268277029214,1,a6d25890-eecd-488a-8b89-2455786b3b80,0.40,office
1.22192209962323,-0.6720540254541035,-0.19096123676671029,0.203715000927634,-0.14918974821491834,-0.08700916432148943,0.10829297182033998,-0.04216969864357431,0.059508559975317836,2,3d9980e3-3d1c-4932-920e-f94a57340888,0.75,ppt
0.20642173242339362,-0.8615436396214365,-0.42253051401370295,-0.11554197086950528,-0.4236293406807588,-0.6033754152999745,-0.45356862438261597,-0.0906861304051077,-0.001983640868534659,3,21b80886-9511-4cd4-bde3-1cf1878f21a2,0.56,office
-0.1863637483579644,-0.8636991465780607,-0.46013079094254006,-0.20814867595837075,-0.43418442233128896,-0.650064631419519,-0.4702467787216261,-0.09089298102898244,0.004837435919889194,4,239c4195-884a-49ea-80ea-45e18acbe1d4,0.49,office
0.8429438899367125,-0.6396860158018015,-0.21002116364588125,0.09879683021710908,-0.1280000632606804,-0.08858767746780882,0.23959140587809505,0.046327013119113906,-0.015205532514771363,5,14ef74f3-2867-478b-a59f-8ae6bc9bc1d9,0.68,chen-doi-tuong
0.5430955695154849,-0.8658272011372212,-0.3909608976971055,-0.07048844239122548,-0.3510775938053461,-0.4971144237558752,-0.4447304770797161,-0.06472390979679253,-0.025589410155067348,6,58e6e75e-5897-4a53-bec4-3954176b2422,0.62,office
-1.2424754578278026,-0.7703677582587637,-0.5301283096159494,-0.5983177418509048,0.05618889467374949,-0.19665082905487358,0.024230551247357127,0.01649550369354401,0.09712699478528576,7,7f84856b-856b-4afc-9419-10b532139567,0.31,cong-thuc-ham
2.6079961767291695,-0.8506624640230394,-0.1548211816892525,0.5324922233345762,-0.4723748049557371,-0.36202778002301106,-0.4480938653225665,-0.12921274126935672,-0.0452224571632309,8,8184ec54-399c-4336-a303-aa0f7dc958b3,0.99,office
-0.3981194393834038,-0.771096808869746,-0.45452935483082807,-0.3751711891314335,0.04400063331144043,-0.11884237278681682,0.04522108229184794,0.03181848423088857,0.08226545280695989,9,299a269d-11c9-4ff5-ab2a-d541d3b55f29,0.46,cong-thuc-ham
-2.5063619332128657,-0.9635317313319689,-0.7981670920941006,-1.1049682753892642,0.5410364130669918,0.24072332318490194,-0.11860161551525232,-0.0092803288037347,-0.0030668608698118075,10,ef641947-050a-47c2-9a59-8e5d19b2dfc1,0.08,excel
0.15427756380406585,-0.7540995411766308,-0.3835057911521139,-0.21038347006759642,0.034472485719646055,-0.0510323292786258,0.013632583656789989,0.01323723220104015,0.05146065403408246,11,9471f9e9-d6fb-48f2-a012-deaa0e1d54d1,0.56,cong-thuc-ham
0.9378657169149227,-0.8001119233324014,-0.31446950264833545,0.008017947785222319,0.003086080942891086,0.010197799558024634,-0.05108857436978451,-0.025302581704036747,0.07610931013701493,12,c43ebebb-b60a-4cc2-8f08-5d4b684811be,0.70,cong-thuc-ham
0.6059989661694631,-0.6612346830662008,-0.24889593436384516,0.0272753672675403,-0.12957379547344647,-0.14216874338949126,0.13129494603235115,-0.026075072494857375,0.06776188324400942,13,7d2bb3f5-fdc4-4794-a593-6893cae8a8ae,0.64,ppt
-0.29834193632109235,-0.7367812978634776,-0.43320729925724183,-0.2990411527886873,0.02432452856165046,-0.11761045791892911,0.00704858761461248,0.006966472250844469,0.08671217263751317,14,af166c39-0271-44a9-8b98-5f43269eef7a,0.48,cong-thuc-ham
-0.6764286418498446,-0.8062417969893365,-0.503254386940307,-0.4325045078934654,0.06259639499376989,-0.152434440717594,-0.07067364576160577,0.02405558497788878,0.12668515885141113,15,608db822-8f7c-4318-bc66-7e0e5bfa7d3a,0.41,cong-thuc-ham
0.237264286309588,-0.9529136518921316,-0.5012219248082381,-0.35371734946487077,0.44924269586932136,0.4545156330234623,-0.0947015231155992,-0.06284029604132578,-0.07228900590626561,16,0eec6ffc-b84d-47e7-bc97-27f3230811ea,0.57,excel
