user_id,question_id,chapter,concept,difficulty,score,timecost,created_at
669d16e11db84069209550bd,9210c176-0408-4259-afc3-02708283845d,chuong-1,may-tinh-dien-tu,0.43333333333333335,1,2319,2024-09-13 16:37:08.311
669d16e11db84069209550bd,34fd3b00-0870-48e4-93b5-4928cdc3377d,chuong-1,may-tinh-dien-tu,0.48404255319148937,0,9249,2024-09-13 16:37:29.448
669d16e11db84069209550bd,11611c3a-2972-4fe0-b2f9-286a856a3b27,chuong-1,thong-tin-xu-ly-thong-tin,0.07211538461538461,0,13872,2024-09-13 16:38:12.290
669d16e11db84069209550bd,97f74f8d-aaa9-4ce0-89ea-788981c8d597,chuong-1,mang-may-tinh,0.41666666666666663,1,3466,2024-09-13 16:38:17.191
669d16e11db84069209550bd,bccfbb42-5d5d-4f64-87b2-5c7eb1a9748c,chuong-1,thong-tin-xu-ly-thong-tin,0.436046511627907,1,4352,2024-09-13 16:38:29.712
669d16e11db84069209550bd,79f1fc83-d117-44dc-ab1c-6c1d7c02304b,chuong-1,mang-may-tinh,0.42272727272727273,1,2469,2024-09-13 16:38:47.623
669d16e11db84069209550bd,003f6222-929d-44d5-8832-ec4e4733ca16,chuong-1,may-tinh-dien-tu,0.4030612244897959,1,4101,2024-09-13 16:38:52.192
669d16e11db84069209550bd,3c5f1c2a-811c-43cc-b3f1-a12b9e566470,chuong-1,thong-tin-xu-ly-thong-tin,0.25,1,854,2024-09-13 16:38:57.451
669d16e11db84069209550bd,2125beac-69f0-4efd-ba8d-04ceecd15aed,chuong-1,cong-nghe-thong-tin,0.4305555555555556,1,23444,2024-09-13 16:39:37.267
66c94eb145c0a23262c961c8,19c527bf-01d9-46d2-86c8-1ab115a070d3,chuong-1,mang-may-tinh,0.45945945945945943,1,3990,2024-09-13 16:54:25.095
66c94eb145c0a23262c961c8,97f74f8d-aaa9-4ce0-89ea-788981c8d597,chuong-1,mang-may-tinh,0.41666666666666663,1,771,2024-09-13 16:54:37.919
66c94eb145c0a23262c961c8,0e65953d-a745-45c8-9b70-bc88333a5ca5,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,4601,2024-09-13 16:54:54.643
66c94eb145c0a23262c961c8,ddcfd687-7283-4a3b-8794-54b95bb71804,chuong-1,mang-may-tinh,0.46875,1,2645,2024-09-13 16:54:58.359
66c94eb145c0a23262c961c8,9210c176-0408-4259-afc3-02708283845d,chuong-1,may-tinh-dien-tu,0.43333333333333335,0,2932,2024-09-13 16:55:02.302
66c94eb145c0a23262c961c8,ffba9bbf-c51e-43f6-a0fe-cf0c79e6c1c9,chuong-1,may-tinh-dien-tu,0.46794871794871795,1,674,2024-09-13 16:55:10.685
66c94eb145c0a23262c961c8,4c72bb94-7b5a-475a-9193-32c0d6a1d09d,chuong-1,may-tinh-dien-tu,0.4487179487179487,0,7125,2024-09-13 16:55:18.408
66c94eb145c0a23262c961c8,fefea535-a4fd-4345-9fe1-f1ff0c7b9d63,chuong-1,phan-cung-phan-mem,0.47916666666666663,1,3102,2024-09-13 16:55:22.737
66c94eb145c0a23262c961c8,099d1acf-9cd7-4766-9610-0744c4d7e042,chuong-1,cong-nghe-thong-tin,0.4666666666666667,0,794,2024-09-13 16:55:24.340
66c94eb145c0a23262c961c8,f3512cef-3b1e-4933-be3d-7fc392628132,chuong-1,cong-nghe-thong-tin,0.4285714285714286,0,6985,2024-09-13 16:55:32.327
66c94eb145c0a23262c961c8,5f57b593-2990-4fb4-814b-369f6cfb0a42,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.48214285714285715,1,93,2024-09-13 16:55:36.002
66c94eb145c0a23262c961c8,8777e82a-6657-4bd2-af31-56f0277d134d,chuong-1,mang-may-tinh,0.4642857142857143,1,2333,2024-09-13 17:38:02.285
66c94eb145c0a23262c961c8,2933d601-19c5-41b2-9a30-c88ce7969bd4,chuong-1,phan-cung-phan-mem,0.036841792146043904,0,2805,2024-09-13 17:38:16.498
66c94eb145c0a23262c961c8,db18c9e3-be86-44fc-b6cd-27a1ff0699b1,chuong-1,mang-may-tinh,0.8461297525310456,1,8636,2024-09-13 17:38:29.871
66c94eb145c0a23262c961c8,4e567cd5-c017-48e1-9e9d-6f3350a90db3,chuong-1,mang-may-tinh,0.47619047619047616,0,1004,2024-09-13 17:38:58.696
66c94eb145c0a23262c961c8,b96b0f67-56ba-49b6-a619-69c7f770ef3e,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.4358974358974359,1,3035,2024-09-13 17:39:06.880
66c94eb145c0a23262c961c8,39c9470f-2f16-4a1c-829f-880a14379b6a,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.5,1,482,2024-09-13 17:39:47.812
66c94eb145c0a23262c961c8,3c9fa869-dab9-4138-a54e-e139cc753e5b,chuong-1,thong-tin-xu-ly-thong-tin,0.4852941176470588,0,5820,2024-09-13 17:39:57.151
66c94eb145c0a23262c961c8,8c10f19a-bfbf-4d34-b85f-52cdd59a6c04,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.4523809523809524,1,6081,2024-09-13 17:40:04.871
66c94eb145c0a23262c961c8,eea587d1-9998-43b9-b1a8-e47a7b22c3cb,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.43902439024390244,1,2455,2024-09-13 17:40:07.920
66c94eb145c0a23262c961c8,0304f6be-0591-419e-a6cb-c10db2c1cbeb,chuong-1,cong-nghe-thong-tin,0.663922156771739,1,10036,2024-09-13 17:40:18.988
66c94eb145c0a23262c961c8,7e80b434-2cdf-4a4c-b8bb-e0a9a97c909e,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.09166666666666666,0,305,2024-09-13 17:40:35.966
66c94eb145c0a23262c961c8,79f1fc83-d117-44dc-ab1c-6c1d7c02304b,chuong-1,mang-may-tinh,0.42272727272727273,1,1319,2024-09-13 17:40:43.147
66c94eb145c0a23262c961c8,2125beac-69f0-4efd-ba8d-04ceecd15aed,chuong-1,cong-nghe-thong-tin,0.4305555555555556,0,4350,2024-09-13 17:40:50.097
66c94eb145c0a23262c961c8,3c22d010-60c4-4c84-ba34-6eb342aa451d,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.46621621621621623,1,2013,2024-09-13 17:40:55.294
66c94eb145c0a23262c961c8,095bdf36-2545-4ae1-adf9-5f7d1bf23ec2,chuong-1,may-tinh-dien-tu,0.25,1,1940,2024-09-13 17:40:57.868
66c94eb145c0a23262c961c8,4c25de1f-a2b6-494d-825d-a2394fb59ded,chuong-1,may-tinh-dien-tu,0.25,0,1041,2024-09-13 17:41:01.195
66c94eb145c0a23262c961c8,43d9a5e4-ffb4-4224-8110-648902976486,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.45555555555555555,0,432,2024-09-13 17:41:14.513
66c94eb145c0a23262c961c8,76cee16c-cffb-4dce-a2b2-94a0ae2f87c3,chuong-1,mang-may-tinh,0.41666666666666663,0,2431,2024-09-13 17:41:21.286
66c94eb145c0a23262c961c8,d3f1f321-bab2-4a85-b955-17de41fa0ee9,chuong-1,may-tinh-dien-tu,0.4226190476190476,1,1130,2024-09-13 17:41:23.903
66a51c3e0d1c2df2ef697e96,ddcfd687-7283-4a3b-8794-54b95bb71804,chuong-1,mang-may-tinh,0.46875,1,5006,2024-09-15 08:18:05.255
66a51c3e0d1c2df2ef697e96,1f8f452c-d363-42f5-aac9-911c66770d66,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,564,2024-09-15 08:18:08.061
66a51c3e0d1c2df2ef697e96,97f74f8d-aaa9-4ce0-89ea-788981c8d597,chuong-1,mang-may-tinh,0.41666666666666663,0,544,2024-09-15 08:18:09.402
66a51c3e0d1c2df2ef697e96,8777e82a-6657-4bd2-af31-56f0277d134d,chuong-1,mang-may-tinh,0.4642857142857143,1,636,2024-09-15 08:18:10.460
66a51c3e0d1c2df2ef697e96,31caf38c-075a-4efd-9e28-e3c618ba91d4,chuong-1,thong-tin-xu-ly-thong-tin,0.4878048780487805,0,389,2024-09-15 08:18:11.612
66a51c3e0d1c2df2ef697e96,5e58f0f4-80cb-4911-b1b7-87900235970a,chuong-1,may-tinh-dien-tu,0.4451219512195122,0,489,2024-09-15 08:18:12.987
66a51c3e0d1c2df2ef697e96,099d1acf-9cd7-4766-9610-0744c4d7e042,chuong-1,cong-nghe-thong-tin,0.4666666666666667,0,449,2024-09-15 08:18:13.936
66a51c3e0d1c2df2ef697e96,0e828da6-faf2-4b31-8776-96b937b6eb28,chuong-1,cong-nghe-thong-tin,0.44021739130434784,0,1100,2024-09-15 08:18:14.936
66a51c3e0d1c2df2ef697e96,a6f20cec-1ff9-4898-b912-6a8a025f3734,chuong-1,may-tinh-dien-tu,0.08783783783783784,0,258,2024-09-15 08:18:15.915
66a51c3e0d1c2df2ef697e96,a8137789-6f8b-4fb6-86fe-08139c362b6e,chuong-1,mang-may-tinh,0.25,0,581,2024-09-15 08:18:16.942
66a51c3e0d1c2df2ef697e96,96a75562-c998-48d9-817a-c34488112a4f,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.43902439024390244,1,390,2024-09-15 08:20:12.716
66a51c3e0d1c2df2ef697e96,bccfbb42-5d5d-4f64-87b2-5c7eb1a9748c,chuong-1,thong-tin-xu-ly-thong-tin,0.436046511627907,1,466,2024-09-15 08:20:13.608
66a51c3e0d1c2df2ef697e96,4110e3d9-a979-449a-b50c-423c633caf5d,chuong-1,may-tinh-dien-tu,0.25,0,498,2024-09-15 08:20:16.277
66a51c3e0d1c2df2ef697e96,3c9fa869-dab9-4138-a54e-e139cc753e5b,chuong-1,thong-tin-xu-ly-thong-tin,0.4852941176470588,0,281,2024-09-15 08:20:17.241
66a51c3e0d1c2df2ef697e96,eea587d1-9998-43b9-b1a8-e47a7b22c3cb,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.43902439024390244,1,494,2024-09-15 08:20:18.491
66a51c3e0d1c2df2ef697e96,9210c176-0408-4259-afc3-02708283845d,chuong-1,may-tinh-dien-tu,0.43333333333333335,1,286,2024-09-15 08:20:19.766
66a51c3e0d1c2df2ef697e96,a2371501-76ce-4e6c-a83a-71747a84995e,chuong-1,mang-may-tinh,0.4305555555555556,0,524,2024-09-15 08:20:20.917
66a51c3e0d1c2df2ef697e96,db18c9e3-be86-44fc-b6cd-27a1ff0699b1,chuong-1,mang-may-tinh,0.8461297525310456,1,536,2024-09-15 08:20:21.930
66a51c3e0d1c2df2ef697e96,1d9b602c-387d-42a2-a4be-f9c8bb96fd7e,chuong-1,may-tinh-dien-tu,0.300202746147947,1,346,2024-09-15 08:20:23.002
66a51c3e0d1c2df2ef697e96,387da1b8-1c0a-4d11-8483-d2a72a52149c,chuong-1,thong-tin-xu-ly-thong-tin,0.4387755102040816,0,654,2024-09-15 08:47:26.305
66a51c3e0d1c2df2ef697e96,4b5b03ec-aa4c-4e46-9648-87e79e84b397,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.44565217391304346,0,426,2024-09-15 08:47:27.223
66a51c3e0d1c2df2ef697e96,bc730322-78a1-40ca-a4c2-397545a346c3,chuong-1,phan-cung-phan-mem,0.25,0,382,2024-09-15 08:47:28.732
66a51c3e0d1c2df2ef697e96,4c25de1f-a2b6-494d-825d-a2394fb59ded,chuong-1,may-tinh-dien-tu,0.25,0,611,2024-09-15 08:47:30.141
66a51c3e0d1c2df2ef697e96,be3c8873-ba33-41b1-aa18-f1f0e151630a,chuong-1,may-tinh-dien-tu,0.45833333333333337,0,641,2024-09-15 08:47:32.413
66a51c3e0d1c2df2ef697e96,8c10f19a-bfbf-4d34-b85f-52cdd59a6c04,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.4523809523809524,1,723,2024-09-15 08:47:33.546
66a51c3e0d1c2df2ef697e96,b96b0f67-56ba-49b6-a619-69c7f770ef3e,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.4358974358974359,0,535,2024-09-15 08:47:34.822
66a51c3e0d1c2df2ef697e96,db413119-fd00-4a1f-b4f9-a4d9eb39813f,chuong-1,may-tinh-dien-tu,0.5,0,403,2024-09-15 08:47:35.869
66a51c3e0d1c2df2ef697e96,d7999302-2eca-41af-98d9-59e9eb547842,chuong-1,may-tinh-dien-tu,0.41025641025641024,0,6079,2024-09-15 08:47:52.574
66a51c3e0d1c2df2ef697e96,0cfd0f1b-9317-478d-8e30-1d0bdca2453f,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.25,1,605,2024-09-15 08:56:24.233
66a51c3e0d1c2df2ef697e96,90823c64-ab44-474c-986d-85a8fbd39542,chuong-1,may-tinh-dien-tu,0.09433962264150944,0,529,2024-09-15 08:56:25.137
66a51c3e0d1c2df2ef697e96,7e80b434-2cdf-4a4c-b8bb-e0a9a97c909e,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.09166666666666666,1,201,2024-09-15 08:56:28.678
66a51c3e0d1c2df2ef697e96,b1a597c0-5893-4bfc-8d4a-a892a2539c3c,chuong-1,cong-nghe-thong-tin,0.09146341463414634,1,539,2024-09-15 08:56:31.363
66a51c3e0d1c2df2ef697e96,f3512cef-3b1e-4933-be3d-7fc392628132,chuong-1,cong-nghe-thong-tin,0.4285714285714286,0,350,2024-09-15 08:56:32.384
66a51c3e0d1c2df2ef697e96,30f19582-de74-4ad6-933b-db9881ce7d27,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,752,2024-09-15 08:56:33.489
66a51c3e0d1c2df2ef697e96,a1eab13c-6630-4172-8ff5-ccf3802682c6,chuong-1,may-tinh-dien-tu,0.4140625,0,461,2024-09-15 08:56:35.468
66a51c3e0d1c2df2ef697e96,3c5f1c2a-811c-43cc-b3f1-a12b9e566470,chuong-1,thong-tin-xu-ly-thong-tin,0.25,1,340,2024-09-15 08:56:36.359
66a51c3e0d1c2df2ef697e96,d0fe8054-29bc-45c0-8d60-3f42eb01ae9a,chuong-1,thong-tin-xu-ly-thong-tin,0.4111111111111111,0,307,2024-09-15 08:56:37.259
66a51c3e0d1c2df2ef697e96,8ab15069-d04c-4bb3-b974-aa771e60efa7,chuong-1,thong-tin-xu-ly-thong-tin,0.09375,0,578,2024-09-15 08:56:38.200
66a51c3e0d1c2df2ef697e96,2982d21f-18d1-4298-aa7d-9f5ab09b064f,chuong-1,phan-cung-phan-mem,0.07432432432432433,0,234,2024-09-15 08:56:39.095
66a51c3e0d1c2df2ef697e96,3c6fda50-15b8-4943-94a9-afba7a54286f,chuong-1,thong-tin-xu-ly-thong-tin,0.4411764705882353,0,1110,2024-09-15 08:56:40.515
66a51c3e0d1c2df2ef697e96,de639fc2-f4b5-4843-a95b-b6e3d5da4e66,chuong-1,mang-may-tinh,0.4864864864864865,1,515,2024-09-15 08:56:41.430
66a51c3e0d1c2df2ef697e96,0bbf0a0b-e6c8-45e9-a242-0d250a6e086d,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.25,0,668,2024-09-15 08:57:12.450
66a51c3e0d1c2df2ef697e96,fefea535-a4fd-4345-9fe1-f1ff0c7b9d63,chuong-1,phan-cung-phan-mem,0.47916666666666663,0,426,2024-09-15 08:57:14.245
66a51c3e0d1c2df2ef697e96,724d1b3c-6b23-441b-b9bc-bbd0ee010643,chuong-1,phan-cung-phan-mem,0.38601288992171917,0,289,2024-09-15 08:57:17.237
66a51c3e0d1c2df2ef697e96,0e65953d-a745-45c8-9b70-bc88333a5ca5,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,593,2024-09-15 08:57:19.168
66a51c3e0d1c2df2ef697e96,ac5ca95b-a01e-4a6d-b2ff-be83c1baaa7b,chuong-1,thong-tin-xu-ly-thong-tin,0.42391304347826086,0,581,2024-09-15 08:57:20.194
66a51c3e0d1c2df2ef697e96,79f1fc83-d117-44dc-ab1c-6c1d7c02304b,chuong-1,mang-may-tinh,0.42272727272727273,0,511,2024-09-15 08:57:21.123
66a51c3e0d1c2df2ef697e96,43d9a5e4-ffb4-4224-8110-648902976486,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.45555555555555555,0,641,2024-09-15 10:20:11.571
66a51c3e0d1c2df2ef697e96,095bdf36-2545-4ae1-adf9-5f7d1bf23ec2,chuong-1,may-tinh-dien-tu,0.25,1,470,2024-09-15 10:20:16.633
66a51c3e0d1c2df2ef697e96,e645cf2b-f67a-460b-b60e-d91157886aff,chuong-1,mang-may-tinh,0.4375,0,953,2024-09-15 10:20:17.942
66a51c3e0d1c2df2ef697e96,4d6363a0-63fb-4e4f-b6f8-0e3d95e99065,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,561,2024-09-15 10:20:19.134
66a51c3e0d1c2df2ef697e96,8014b0ab-61ef-4226-9fc0-b2333fe96dc0,chuong-1,phan-cung-phan-mem,0.4444444444444444,1,638,2024-09-15 10:20:20.171
66a51c3e0d1c2df2ef697e96,2125beac-69f0-4efd-ba8d-04ceecd15aed,chuong-1,cong-nghe-thong-tin,0.4305555555555556,1,466,2024-09-15 10:20:22.209
66a51c3e0d1c2df2ef697e96,34fd3b00-0870-48e4-93b5-4928cdc3377d,chuong-1,may-tinh-dien-tu,0.48404255319148937,1,943,2024-09-15 10:20:23.557
66a51c3e0d1c2df2ef697e96,c390672d-fe37-419a-b76c-5512f48fc970,chuong-1,may-tinh-dien-tu,0.41836734693877553,0,781,2024-09-15 10:20:28.169
66a51c3e0d1c2df2ef697e96,d3f1f321-bab2-4a85-b955-17de41fa0ee9,chuong-1,may-tinh-dien-tu,0.4226190476190476,0,742,2024-09-15 10:20:29.593
66a51c3e0d1c2df2ef697e96,ec39f0c1-43e9-4594-af9c-f6bd1001513b,chuong-1,may-tinh-dien-tu,0.44594594594594594,0,326,2024-09-15 10:20:32.522
66a51c3e0d1c2df2ef697e96,2933d601-19c5-41b2-9a30-c88ce7969bd4,chuong-1,phan-cung-phan-mem,0.036841792146043904,1,428,2024-09-15 10:20:34.448
669d16e11db84069209550bd,30f19582-de74-4ad6-933b-db9881ce7d27,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,3105,2024-09-15 15:53:18.057
669d16e11db84069209550bd,1ec74d39-ae78-4e6f-b162-371524914805,chuong-1,cong-nghe-thong-tin,0.25,1,10960,2024-09-15 15:53:29.725
669d16e11db84069209550bd,1ffe55da-9813-4f2d-9ded-5605e0995463,chuong-1,may-tinh-dien-tu,0.4140625,0,6159,2024-09-15 15:53:36.460
669d16e11db84069209550bd,0bbf0a0b-e6c8-45e9-a242-0d250a6e086d,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.25,1,2508,2024-09-15 15:54:00.400
669d16e11db84069209550bd,c448493b-1a75-48ed-b273-dd0f264fdd01,chuong-1,mang-may-tinh,0.4464285714285714,1,849,2024-09-15 15:56:19.794
669d16e11db84069209550bd,4c25de1f-a2b6-494d-825d-a2394fb59ded,chuong-1,may-tinh-dien-tu,0.25,0,815,2024-09-15 15:56:27.780
669d16e11db84069209550bd,c390672d-fe37-419a-b76c-5512f48fc970,chuong-1,may-tinh-dien-tu,0.41836734693877553,0,10536,2024-09-15 15:56:42.636
66ebf3c1b65d59ea31106534,39c9470f-2f16-4a1c-829f-880a14379b6a,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.5,0,1924,2024-09-19 10:09:29.073
66ebf3c1b65d59ea31106534,86b4b5d1-110e-4b57-990a-1f4a608ea141,chuong-1,may-tinh-dien-tu,0.4342105263157895,0,2065,2024-09-19 10:09:39.316
66ebf3c1b65d59ea31106534,ec39f0c1-43e9-4594-af9c-f6bd1001513b,chuong-1,may-tinh-dien-tu,0.44594594594594594,0,519,2024-09-19 10:20:28.706
66ebf3c1b65d59ea31106534,724d1b3c-6b23-441b-b9bc-bbd0ee010643,chuong-1,phan-cung-phan-mem,0.38601288992171917,0,551,2024-09-19 10:20:29.898
66ebf3c1b65d59ea31106534,003f6222-929d-44d5-8832-ec4e4733ca16,chuong-1,may-tinh-dien-tu,0.4030612244897959,0,1129,2024-09-19 10:20:32.078
66ebf3c1b65d59ea31106534,90823c64-ab44-474c-986d-85a8fbd39542,chuong-1,may-tinh-dien-tu,0.09433962264150944,0,1005,2024-09-19 10:20:33.491
66ebf3c1b65d59ea31106534,3c9fa869-dab9-4138-a54e-e139cc753e5b,chuong-1,thong-tin-xu-ly-thong-tin,0.4852941176470588,1,2293,2024-09-19 10:20:38.439
66a51c3e0d1c2df2ef697e96,3b545f7e-0fb9-4750-bc63-68859a1c3730,chuong-1,mang-may-tinh,0.25,0,468,2024-09-20 13:32:15.116
669d16e11db84069209550bd,de639fc2-f4b5-4843-a95b-b6e3d5da4e66,chuong-1,mang-may-tinh,0.4864864864864865,1,632,2024-09-21 00:00:06.619
669d16e11db84069209550bd,ac5ca95b-a01e-4a6d-b2ff-be83c1baaa7b,chuong-1,thong-tin-xu-ly-thong-tin,0.42391304347826086,0,806,2024-09-21 00:00:12.242
66ed84437f5170a9671f1ba2,86b4b5d1-110e-4b57-990a-1f4a608ea141,chuong-1,may-tinh-dien-tu,0.4342105263157895,0,830,2024-09-21 13:57:51.504
66ed84437f5170a9671f1ba2,3c5f1c2a-811c-43cc-b3f1-a12b9e566470,chuong-1,thong-tin-xu-ly-thong-tin,0.25,1,453,2024-09-21 13:57:52.477
66ed84437f5170a9671f1ba2,4c72bb94-7b5a-475a-9193-32c0d6a1d09d,chuong-1,may-tinh-dien-tu,0.4487179487179487,0,598,2024-09-21 13:57:53.427
66ed84437f5170a9671f1ba2,844b8bde-564b-422c-9e86-c49a64834411,chuong-1,mang-may-tinh,0.40625,0,386,2024-09-21 13:57:54.349
66ed84437f5170a9671f1ba2,ddcfd687-7283-4a3b-8794-54b95bb71804,chuong-1,mang-may-tinh,0.46875,1,460,2024-09-21 13:57:55.171
66ed84437f5170a9671f1ba2,4d6363a0-63fb-4e4f-b6f8-0e3d95e99065,chuong-1,thong-tin-xu-ly-thong-tin,0.25,0,508,2024-09-21 13:57:56.135
66ed84437f5170a9671f1ba2,8014b0ab-61ef-4226-9fc0-b2333fe96dc0,chuong-1,phan-cung-phan-mem,0.4444444444444444,1,404,2024-09-21 13:57:56.841
66ed84437f5170a9671f1ba2,2982d21f-18d1-4298-aa7d-9f5ab09b064f,chuong-1,phan-cung-phan-mem,0.07432432432432433,0,851,2024-09-21 13:57:58.147
66ed84437f5170a9671f1ba2,a1eab13c-6630-4172-8ff5-ccf3802682c6,chuong-1,may-tinh-dien-tu,0.4140625,0,338,2024-09-21 13:57:58.764
66ed84437f5170a9671f1ba2,ea548305-a5f2-4ff5-bf08-5d07fe556800,chuong-1,giai-quyet-bai-toan-tren-mtdt,0.25,0,647,2024-09-21 13:57:59.875
